Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AMZN,GOOGL,IBM,MSFT,AMZN,GOOGL,IBM,MSFT,AMZN,GOOGL,IBM,MSFT,AMZN,GOOGL,IBM,MSFT,AMZN,GOOGL,IBM,MSFT,AMZN,GOOGL,IBM,MSFT
Date,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02 00:00:00+00:00,94.90049743652344,68.26496124267578,103.40643310546875,153.93821716308594,94.90049743652344,68.43399810791016,129.46463012695312,160.6199951171875,94.90049743652344,68.43399810791016,129.94264221191406,160.72999572753906,93.2074966430664,67.32450103759766,128.8432159423828,158.3300018310547,93.75,67.42050170898438,129.06309509277344,158.77999877929688,80580000,27278000,3293436,22622100
2020-01-03 00:00:00+00:00,93.74849700927734,67.90784454345703,102.58174896240234,152.0214385986328,93.74849700927734,68.07599639892578,128.43212890625,158.6199951171875,94.30999755859375,68.6875,128.92926025390625,159.9499969482422,93.2249984741211,67.36599731445312,127.6864242553711,158.05999755859375,93.2249984741211,67.4000015258789,127.69598388671875,158.32000732421875,75288000,23408000,2482890,21116200
2020-01-06 00:00:00+00:00,95.14399719238281,69.71786499023438,102.39850616455078,152.4143829345703,95.14399719238281,69.8905029296875,128.2026824951172,159.02999877929688,95.18450164794922,69.91600036621094,128.33651733398438,159.10000610351562,93.0,67.55000305175781,127.34225463867188,156.50999450683594,93.0,67.58149719238281,127.55258178710938,157.0800018310547,81236000,46768000,2537073,20813700
2020-01-07 00:00:00+00:00,95.34300231933594,69.58320617675781,102.46720123291016,151.02467346191406,95.34300231933594,69.75550079345703,128.28871154785156,157.5800018310547,95.69450378417969,70.17500305175781,129.0248565673828,159.6699981689453,94.60199737548828,69.5780029296875,127.53346252441406,157.32000732421875,95.2249984741211,70.02300262451172,127.81070709228516,159.32000732421875,80898000,34330000,3232977,21634100
2020-01-08 00:00:00+00:00,94.59850311279297,70.07847595214844,103.32244110107422,153.4302520751953,94.59850311279297,70.25199890136719,129.35946655273438,160.08999633789062,95.55000305175781,70.59249877929688,129.88528442382812,160.8000030517578,94.3219985961914,69.63150024414062,128.0305938720703,157.9499969482422,94.9020004272461,69.74099731445312,128.5946502685547,158.92999267578125,70160000,35314000,4545916,27746500
2020-01-09 00:00:00+00:00,95.05249786376953,70.81415557861328,104.41439819335938,155.34706115722656,95.05249786376953,70.989501953125,130.72657775878906,162.08999633789062,95.89099884033203,71.43399810791016,130.77438354492188,162.22000122070312,94.79000091552734,70.510498046875,129.35946655273438,161.02999877929688,95.49449920654297,71.09649658203125,129.7705535888672,161.83999633789062,63346000,33200000,3902208,21385000
2020-01-10 00:00:00+00:00,94.15799713134766,71.27151489257812,104.37620544433594,154.62823486328125,94.15799713134766,71.447998046875,130.67877197265625,161.33999633789062,95.34700012207031,71.74700164794922,131.806884765625,163.22000122070312,94.0,70.9800033569336,130.31549072265625,161.17999267578125,95.26850128173828,71.47350311279297,130.9751434326172,162.82000732421875,57074000,26258000,3405148,20725900
2020-01-13 00:00:00+00:00,94.56500244140625,71.82365417480469,104.30747985839844,156.48756408691406,94.56500244140625,72.00150299072266,130.5927276611328,163.27999877929688,94.9000015258789,72.0739974975586,130.6309814453125,163.30999755859375,94.04000091552734,71.26850128173828,129.13002014160156,161.25999450683594,94.56549835205078,71.76249694824219,129.52198791503906,161.75999450683594,55616000,30730000,3693426,21626500
2020-01-14 00:00:00+00:00,93.47200012207031,71.35282135009766,103.71188354492188,155.3854217529297,93.47200012207031,71.52950286865234,129.84703063964844,162.1300048828125,94.35549926757812,72.13150024414062,131.10899353027344,163.60000610351562,92.92749786376953,71.38849639892578,129.5889129638672,161.72000122070312,94.29399871826172,72.0,130.28680419921875,163.38999938964844,68818000,26076000,3850326,23477400
2020-01-15 00:00:00+00:00,93.10099792480469,71.7822494506836,104.32276916503906,156.3917236328125,93.10099792480469,71.95999908447266,130.6118621826172,163.17999267578125,93.94300079345703,72.03900146484375,131.988525390625,163.94000244140625,92.75450134277344,71.58300018310547,129.7418670654297,162.57000732421875,93.61250305175781,71.6510009765625,130.0191192626953,162.6199951171875,57932000,21550000,4232011,21417900
2020-01-16 00:00:00+00:00,93.89700317382812,72.32890319824219,105.36125183105469,159.25733947753906,93.89700317382812,72.50800323486328,131.91204833984375,166.1699981689453,94.27950286865234,72.53500366210938,132.11280822753906,166.24000549316406,93.3010025024414,72.0,130.98471069335938,164.02999877929688,94.14949798583984,72.27249908447266,131.28106689453125,164.35000610351562,53190000,26080000,4519661,23865400
2020-01-17 00:00:00+00:00,93.23600006103516,73.79327392578125,105.61326599121094,160.14866638183594,93.23600006103516,73.97599792480469,132.2275390625,167.10000610351562,94.33200073242188,74.02749633789062,132.2466583251953,167.47000122070312,92.86250305175781,72.82749938964844,130.17208862304688,165.42999267578125,94.29450225830078,73.12699890136719,130.53536987304688,167.4199981689453,79946000,52424000,5881972,34371700
2020-01-21 00:00:00+00:00,94.5999984741211,73.929443359375,106.26993560791016,159.5736083984375,94.5999984741211,74.11250305175781,133.04971313476562,166.5,94.7135009765625,74.49400329589844,133.2218017578125,168.19000244140625,93.0,73.510498046875,131.5487518310547,166.42999267578125,93.25,73.94999694824219,131.74952697753906,166.67999267578125,74156000,48930000,7577329,29517200
