Date,Adj Close_AMZN,Adj Close_GOOGL,Adj Close_IBM,Adj Close_MSFT,Close_AMZN,Close_GOOGL,Close_IBM,Close_MSFT,High_AMZN,High_GOOGL,High_IBM,High_MSFT,Low_AMZN,Low_GOOGL,Low_IBM,Low_MSFT,Open_AMZN,Open_GOOGL,Open_IBM,Open_MSFT,Volume_AMZN,Volume_GOOGL,Volume_IBM,Volume_MSFT
2020-01-02 00:00:00+00:00,-1.541268259477644,-1.571017030339977,-0.7748817045415828,-1.86230238428622,-1.541268259477644,-1.5710169638334763,-0.05618902605159149,-1.8712755586231584,-1.5994275826197024,-1.6092608788404126,-0.11624524786790963,-1.9153467630879233,-1.5389977705797153,-1.5726318764762486,-0.006594334582995351,-1.86572216549664,-1.5784070595717492,-1.6052673143696456,-0.08634075085859155,-1.9018505756910615,0.15382470244345922,-0.4811906749334666,-0.605031890172638,-0.6182551203509269
2020-01-03 00:00:00+00:00,-1.5832276176272102,-1.5852786713385898,-0.8277932902867704,-1.8968863992723783,-1.5832276176272102,-1.5852786339113287,-0.14354834629611687,-1.9079090775428735,-1.6208274723882365,-1.5992262473160106,-0.20340696053513802,-1.9296049925858858,-1.53835902504301,-1.5709701268595693,-0.10340037266901186,-1.8706865212503725,-1.597454558843573,-1.6060822441078124,-0.20245164353433612,-1.9102714105054448,-0.0026930988883281737,-0.7390736938768088,-0.8607733174075052,-0.7341692380547031
2020-01-06 00:00:00+00:00,-1.532399258022619,-1.5129945640186044,-0.8395518011820823,-1.8897958213664205,-1.532399258022619,-1.5129943602712788,-0.16296167202125103,-1.9003991390863555,-1.5891351862188432,-1.5505972276235236,-0.2543892063344718,-1.9451426637425038,-1.5465705527775253,-1.5636014787155954,-0.13220218495407607,-1.8991852057273373,-1.6056176937312445,-1.5988673711858732,-0.21463100811234567,-1.932971574414118,0.17322675793734668,0.8175535212437266,-0.8436776340633559,-0.757453666373577
2020-01-07 00:00:00+00:00,-1.52515088623565,-1.5183722337251828,-0.8351442564461684,-1.9148692941758632,-1.52515088623565,-1.5183724237788143,-0.15568280453183783,-1.9269583844048352,-1.5706525583556272,-1.5403448524169023,-0.19518465270594515,-1.9347233170760383,-1.488104174590609,-1.482388698313312,-0.11620096530724316,-1.88429213846614,-1.524892867751585,-1.5018118779592333,-0.19270802227664888,-1.8919649078054042,0.1632299671493376,-0.011270507081154327,-0.62410776118945,-0.6943047573064558
2020-01-08 00:00:00+00:00,-1.552267810943814,-1.4985933778230733,-0.7802702265821138,-1.8714668633129536,-1.552267810943814,-1.4985934896799227,-0.06508685413549284,-1.8809834187775574,-1.5758893075250637,-1.5238186807409062,-0.12117863256542535,-1.9140670425015027,-1.4983229894106123,-1.4802463581198655,-0.07459856038394766,-1.8727090157758688,-1.5366115100019146,-1.513022241901124,-0.1261265023530432,-1.8991047120200806,-0.1543603863466437,0.05429974889823809,-0.20985256317191697,-0.22381305596336423
2020-01-09 00:00:00+00:00,-1.5357319417690194,-1.4692136295626643,-0.7102101393721842,-1.8368828483267952,-1.5357319417690194,-1.469213671255541,0.05058361991806805,-1.8443498998578423,-1.563531519556321,-1.4905087293987154,-0.04470657628587068,-1.888109745750654,-1.4812428112447091,-1.445046230001302,0.03660806461190512,-1.8160794496133006,-1.5151151533040552,-1.459138007915034,-0.026255194432247712,-1.8458327221225468,-0.3558933225285785,-0.08656968315505009,-0.41295368592436027,-0.7134788105105269
2020-01-10 00:00:00+00:00,-1.5683123781204729,-1.4509487476419705,-0.7126596455759285,-1.8498509936066334,-1.5683123781204729,-1.4509486187238172,0.04653880050616106,-1.8580874694527354,-1.5832461935810482,-1.4781187816778825,0.04409959794719629,-1.8698299357350339,-1.510074626453616,-1.4262445367376813,0.11661288591528625,-1.8133216300564095,-1.5233145491076088,-1.444151125514024,0.0760525047852764,-1.8278921483552615,-0.541395901884771,-0.5491598427169831,-0.5697848020132227,-0.7642119235848073
2020-01-13 00:00:00+00:00,-1.5534880072525312,-1.4288987784258194,-0.7170696378600085,-1.816305718688003,-1.5534880072525312,-1.4288987103085475,0.03925864197959117,-1.8225529113819607,-1.5994455545677495,-1.4651749616780068,-0.05704069423938298,-1.8681848197762916,-1.5086147559876413,-1.414691420355053,0.017406856421862307,-1.8118506994422914,-1.548820089817982,-1.4326629515088058,-0.04736626582783785,-1.8472972758587578,-0.5845181532721002,-0.2511616874935656,-0.4788280553752613,-0.694889754513806
2020-01-14 00:00:00+00:00,-1.5932984749317458,-1.447701732001007,-0.7552846758923628,-1.8361901714092494,-1.5932984749317458,-1.4477017211566512,-0.02383434386780568,-1.8436170729641694,-1.619178477032032,-1.4628987700928675,-0.015926530254526644,-1.8628835186722132,-1.549216585399719,-1.4098861256370656,0.055809272801947925,-1.8033929185489446,-1.558670326097277,-1.4232216553610078,0.01759077723914585,-1.817457587070471,-0.19405178645761473,-0.5612876746156106,-0.4293233635586949,-0.552419842529
2020-01-15 00:00:00+00:00,-1.606811502966431,-1.4305522976041536,-0.7160896395746577,-1.8180341072763782,-1.606811502966431,-1.4305520963204714,0.04087760257407931,-1.824384699124574,-1.6341275434176665,-1.4665602463802798,0.05972263903238574,-1.856668450209566,-1.5555302536842848,-1.4020970753102362,0.06860922697478752,-1.7877645262563524,-1.58339556511397,-1.4370951745060407,-0.005144123036657574,-1.8315536723633201,-0.5160194329613633,-0.8628841975452144,-0.30889507613991757,-0.7109463883892344
2020-01-16 00:00:00+00:00,-1.5778185715900481,-1.4087213960661347,-0.6494570988152911,-1.766330841063341,-1.5778185715900481,-1.4087213223380324,0.15088558765840177,-1.769617487722635,-1.6219326089473838,-1.446926470695914,0.07041229542005946,-1.8146248313880868,-1.5355851876251114,-1.385398004010577,0.17261651621380972,-1.7609208140648507,-1.5639129348515581,-1.4123891858939053,0.1020350628215064,-1.799883221571004,-0.656270267034556,-0.5610211288595969,-0.2181364744762124,-0.522554195627436
2020-01-17 00:00:00+00:00,-1.6018943146988947,-1.3502409899391536,-0.6332915326936984,-1.7502489533600363,-1.6018943146988947,-1.3502409983100336,0.17757907191010583,-1.7525827560893517,-1.6200300708779596,-1.3878475662709095,0.08192483880037549,-1.7921407431686482,-1.551588631270335,-1.3522601685768059,0.10461229041285743,-1.7351802296961052,-1.5586520572388936,-1.3784208399302198,0.03870184863473599,-1.743682403536112,0.13507332563991553,1.194449220247226,0.21169645231358009,0.28615056221251595
2020-01-21 00:00:00+00:00,-1.5522133453376854,-1.3448029928330343,-0.5911574805392047,-1.7606239651397302,-1.5522133453376854,-1.3448030603458163,0.24714273598682848,-1.7635729235618938,-1.606204389491027,-1.3693813316065977,0.16579762833592673,-1.7789792576431807,-1.5465705527775253,-1.3249089736541413,0.21981826262233087,-1.716794017846622,-1.596547482344746,-1.3457047622541751,0.14182211026877545,-1.757229316094765,-0.03617347513692668,0.9616215023691803,0.7466112120590143,-0.0875164039824382
2020-01-22 00:00:00+00:00,-1.5604812799250831,-1.3415763910090874,-0.35990921381290386,-1.774458507184082,-1.5604812799250831,-1.3415765261725472,0.6289359901858725,-1.7782263870280937,-1.591291543492995,-1.348204021997375,0.6953470630220974,-1.7917750688685616,-1.5039798134401274,-1.2999802852052127,0.6158417449948325,-1.7305836767337344,-1.5401490253070735,-1.3243773807440784,0.5892148297531102,-1.7440486118039304,-0.3269085445041735,-0.4025596769093985,3.7915785470262806,-0.5015096908261794
2020-01-23 00:00:00+00:00,-1.565726373372369,-1.3399429809639334,-0.4098817837213048,-1.7568200235778346,-1.565726373372369,-1.339943199623268,0.5464309696504982,-1.7595432141213996,-1.6139779482501984,-1.3622166282543566,0.5818726528820058,-1.804388182407782,-1.5232861339625952,-1.3046658141850611,0.58384058263195,-1.7381218103730132,-1.5600670633609566,-1.3287104291881386,0.6606671883409472,-1.7661993236433444,-0.7597281787992182,-0.5230383586276317,0.22308253143139037,-0.8446567369271384
2020-01-24 00:00:00+00:00,-1.607503438472854,-1.3768319670480438,-0.5230554318614449,-1.7858711577961408,-1.607503438472854,-1.3768319435643024,0.35957787092572646,-1.7903155153495762,-1.604899902554311,-1.3608313435520834,0.5415800634703458,-1.7910439991961535,-1.569489934365507,-1.3389851141835867,0.44863276663123963,-1.753198638754227,-1.548711307070335,-1.318235837313532,0.5948988788102655,-1.7420348853335235,-0.001628351940492885,-0.3140664859128201,0.1974719779912967,-0.44152438507775466
2020-01-27 00:00:00+00:00,-1.6681478341533116,-1.4454309233708016,-0.6181044963285566,-1.833597313217896,-1.6681478341533116,-1.4454310507715256,0.20265359556732174,-1.8408696708418182,-1.7027303399948277,-1.4748728606009187,0.22500218196445337,-1.866905099189871,-1.6280660186297828,-1.4264449610341587,0.2598206732740214,-1.8313400391145311,-1.6781793848232325,-1.440036746344701,0.19784744651817737,-1.858464253679185,-0.14223410166296402,-0.024464522003836947,-0.2690600483775405,0.10960456289955954
2020-01-28 00:00:00+00:00,-1.6227829861920096,-1.4080440838985582,-0.5725399606657026,-1.7786090625135411,-1.6227829861920096,-1.4080441635081486,0.27787974861328285,-1.7826222304238553,-1.6717267941729026,-1.438811970005838,0.25789272570067084,-1.8233993410235754,-1.6012779663848766,-1.4047001469657074,0.3118236794281408,-1.7785714203316108,-1.6409914627784117,-1.4197632840158956,0.27904407434011136,-1.8103180621908577,-0.5684286438381447,-0.3181979451310339,-0.5050324127031738,-0.4429252994427249
2020-01-29 00:00:00+00:00,-1.6141324029329878,-1.3956949433389365,-0.6636670739528785,-1.733994722353717,-1.6141324029329878,-1.3956948288690878,0.12742744252136062,-1.7353652369700034,-1.6415748421969056,-1.4203261051898697,0.18470959255279332,-1.768742608662876,-1.55565805847999,-1.3746056444850057,0.21981826262233087,-1.7303996350623896,-1.598361635342399,-1.386530406833399,0.252248953887366,-1.7359937059223025,-0.9943274229722601,-0.8618180145211592,-0.636318918504203,0.3156159478669455
2020-01-30 00:00:00+00:00,-1.5910403753633946,-1.4005747596573817,-0.7087401419441579,-1.6520297891694136,-1.5910403753633946,-1.4005747490542808,0.05301076977264358,-1.6485436965133136,-1.644981494072123,-1.437921365125305,-0.02990642219332352,-1.6718595597945363,-1.5637053055402874,-1.3954094420395071,0.009406885063837557,-1.6366301229608213,-1.6092457229256671,-1.426998173820127,0.05656526226989955,-1.6223102012476216,1.5133882496126962,-0.4923855966860458,0.02509657798251737,1.6120775219984962
2020-01-31 00:00:00+00:00,-1.3396485346784135,-1.4433395735200394,-0.3677477315668111,-1.6961251722586597,-1.3396485346784135,-1.443339699825193,0.6159946337272209,-1.6952514890342643,-1.3136545307556422,-1.4093812386332787,0.5522697198580195,-1.7020214136769685,-1.286956689543479,-1.4113077327277825,0.475033310578113,-1.6588772821899525,-1.2582829613220876,-1.367846770216343,0.5551118313629965,-1.6559940991752815,6.979030095892297,0.6212425719395701,4.62464375332944,0.4224703061884689
2020-02-03 00:00:00+00:00,-1.3478800662331436,-1.3441061808999497,-0.24330557167403555,-1.6243629075510357,-1.3478800662331436,-1.3441061459845405,0.8214515778798827,-1.619236769580914,-1.3267372794594556,-1.3764669103475469,0.8178666679840242,-1.6636337010730602,-1.2906429808078388,-1.3521400973138247,0.7238483814474753,-1.6438007343600667,-1.3324229710580517,-1.3801899077243125,0.664727408517889,-1.6885799309696121,1.2556603356283433,2.474668486381461,1.2887204012678095,-0.04211754175939074
2020-02-04 00:00:00+00:00,-1.2650723371447261,-1.4181827432275156,-0.10416539553952751,-1.525107481072002,-1.2650723371447261,-1.4181827022187659,1.051174856429673,-1.5140987491559355,-1.3062617008035624,-1.413992814260859,0.9905456317526423,-1.5513956787342633,-1.2630519023520097,-1.421379053625782,0.9622628510860137,-1.5351381549973013,-1.2974480720855899,-1.394421001175746,0.9513507012385692,-1.5657431749449109,0.8993250237528003,4.090202313581044,0.21093731726889775,0.44483875203793927
2020-02-05 00:00:00+00:00,-1.2829195491527787,-1.4169079460574123,0.2495660135281141,-1.528910872016316,-1.2829195491527787,-1.4169080145470732,1.635189715666716,-1.5181284585964296,-1.285930727206571,-1.4194554324633266,1.6533056402078594,-1.486319599707098,-1.2327056420802691,-1.4060615656625128,1.2238778761282156,-1.496526997892855,-1.2228184015847723,-1.3762941978297263,1.1486582217362489,-1.4396113825150327,0.35920255815924373,0.12506764711989943,3.10392556387678,0.6567462930688814
2020-02-06 00:00:00+00:00,-1.2640524964585516,-1.357312092406591,0.27063255009572745,-1.4644123544440364,-1.2640524964585516,-1.3573119588922782,1.6699715477050772,-1.4498067445772314,-1.3126035865321455,-1.3858483108252917,1.7610250910772391,-1.4932657378421534,-1.2458441978322226,-1.3644139467991827,1.64550254377718,-1.4661898605617387,-1.2772396699037631,-1.3994100574440171,1.6853680093964016,-1.4956292360835473,-0.3466063630391263,0.22142393791888462,1.128259256629874,-0.22343588671125683
2020-02-07 00:00:00+00:00,-1.211148052448943,-1.3510575426198126,0.18498990273715882,-1.4599160112733858,-1.211148052448943,-1.3510576615846734,1.3989957588875996,-1.4450444877346331,-1.2360823496454023,-1.3785452904044566,1.497072604517073,-1.4601793263423235,-1.2215743734138038,-1.3345198686149582,1.4454904905187271,-1.421695261552149,-1.2754800466803755,-1.3687808913899768,1.5010511199404282,-1.461212921620251,0.7845689638194414,-0.40909004793173637,0.47575428915266055,0.22129284551339795
2020-02-10 00:00:00+00:00,-1.1116582862835716,-1.2921984144846008,0.23548380040474995,-1.3767405453361217,-1.1116582862835716,-1.2921986392164437,1.4815020704601307,-1.3569409194513693,-1.168910949607322,-1.331776605084327,1.4066206562987214,-1.4015012923917307,-1.1360643333905711,-1.3149173947399537,1.3382844896672783,-1.4075377998736744,-1.1974399124804294,-1.349222577673973,1.372760862686674,-1.4478492528630384,0.7614402940081304,0.25340942864053945,0.08512945690255856,0.3995014684682971
2020-02-11 00:00:00+00:00,-1.0808991131084629,-1.2894099480169179,0.1884566099583652,-1.4504049184790888,-1.0808991131084629,-1.289410069977583,1.4046582478568381,-1.4349702141333978,-1.0776759406086083,-1.2902132319787996,1.4707585946247639,-1.3675008346055673,-1.0429266581308485,-1.2543483168748637,1.4302899064730883,-1.4029412469113036,-1.0779128616969744,-1.277589131530556,1.5473334829085503,-1.3184224240279827,1.1694749854618982,0.023513714078645307,-0.3784654172921523,1.732340632099021
2020-02-12 00:00:00+00:00,-1.0641445478519194,-1.2723397314174418,0.27905015774552483,-1.445736507314215,-1.0641445478519194,-1.2723397711982254,1.5526834040941848,-1.4300246108215968,-1.0880045573970698,-1.3091741464648519,1.5020059892145887,-1.4561577458246662,-1.0077263215986954,-1.247900826130097,1.4934941494592258,-1.4332783842424204,-1.0555999423895517,-1.272441153348329,1.4360940768734445,-1.411236247462957,-0.257108466812749,-0.23037111852448997,-0.17955562867668334,1.263034319833981
2020-02-13 00:00:00+00:00,-1.0825928267276002,-1.2827769809057445,0.2295431114981472,-1.463028101844108,-1.0825928267276002,-1.2827770743297473,1.4717947620789853,-1.4483413702814545,-1.1060702360655925,-1.297991604072052,1.4386896254617427,-1.4492116076896109,-1.0319780472987676,-1.257251719450209,1.484693542500007,-1.4145246501529032,-1.0886339135592142,-1.2840885525535986,1.4864366600185086,-1.4570025042130588,-0.4360451066572905,-0.7719920947445119,-0.38321805701702766,0.35728160422729754
2020-02-14 00:00:00+00:00,-1.1099101070583062,-1.2721407728724903,0.05083293466702257,-1.4346693692345567,-1.1099101070583062,-1.2721406962280397,1.1797879779790421,-1.4183018959469513,-1.1264371535586775,-1.3096688262865923,1.416488738113199,-1.4642009068599815,-1.0613753778455335,-1.2541481981032283,1.1934767080369382,-1.4185696392038951,-1.0692417971860668,-1.2750845949552745,1.490495584242633,-1.4538904322742594,-0.6877986072121232,-0.7530673460675328,0.3687582116766166,-0.5776593930934918
2020-02-18 00:00:00+00:00,-1.0720301116534376,-1.2707264305054684,0.07063359932358915,-1.4021609072219188,-1.0720301116534376,-1.270726504111591,1.212142660162828,-1.383866578216686,-1.1136989132743529,-1.2888675095821722,1.1550022876920678,-1.4223402646524277,-1.0646236801259192,-1.243215602675091,1.1830761068061144,-1.3661688232123368,-1.1248602293309424,-1.2754621861439672,1.1145565192989526,-1.4106870747287608,-0.48703465493695824,-0.5902078891431068,-0.5408739357853579,-0.22029537538758723
2020-02-19 00:00:00+00:00,-1.045532316386363,-1.2599107636927707,0.058752711020015794,-1.3924499402455317,-1.045532316386363,-1.2599108065710902,1.192729334437694,-1.3829506843453787,-1.0792162748020053,-1.2885111468290258,1.1969393386695664,-1.4135660339447043,-0.9970878949548843,-1.2232526094863003,1.2366791072318386,-1.3483341752742317,-1.0472555029224686,-1.249901537315176,1.2566499700109282,-1.3658361989806735,-0.7144172809080054,-0.7831870164970911,-0.7422261451742624,-0.050546119944239326
2020-02-20 00:00:00+00:00,-1.0767105412657634,-1.2756065515077495,0.07657428823019097,-1.4420407621070872,-1.0767105412657634,-1.275606424296784,1.2218499685439734,-1.4353366275802342,-1.0942740023504478,-1.2957749069465483,1.1747371389015766,-1.4305661233739035,-1.0585288671124296,-1.2567311051191148,1.1726755055752904,-1.4470680431295329,-1.0376953539702316,-1.2661801151962204,1.1973769760010997,-1.3861564281511214,-0.37718826148528434,-0.5688842286620036,-0.6935134022197711,0.4778680022581998
2020-02-21 00:00:00+00:00,-1.1807529096005078,-1.3423932483735823,0.008258813352424668,-1.543128919206193,-1.1807529096005078,-1.342393189447187,1.1102230228651628,-1.542123368770192,-1.1526933401810655,-1.3276796414324763,1.127045128653366,-1.4991154109324791,-1.1305169369965946,-1.3083299736174634,1.1190712282187827,-1.5178550709705745,-1.0937857316233468,-1.2948615779460153,1.2160516560999612,-1.4553549860104702,0.51897375294275,0.5344819283570813,-0.47688099703746634,1.3792409361414324
2020-02-24 00:00:00+00:00,-1.3386103535330327,-1.4690743890495817,-0.16055347869858236,-1.6766412938279651,-1.3386103535330327,-1.4690744707420373,0.8343929343385343,-1.6831623607127817,-1.3434080584680086,-1.4752687856597109,0.8811830317368702,-1.662719654786726,-1.3130514216548215,-1.4518939582893393,0.842255619130942,-1.775629839654703,-1.3458832444742708,-1.4569118879752705,0.7670351077354132,-1.7372750158570724,1.6432873772486014,1.0036024589413524,0.1552939174600871,2.898578748941742
